raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
7-YEAR-OLD-HOMER,6,1,7,102.045,0.516666667
Waiters/cooks,6,6,6,121.22,-3.4
Men In Audience,6,3,8,92.005,0.923333333
Bohemian-looking Man,6,1,7,102.045,0.516666667
Robot Cowboy #3,6,1,8,87.945,2.483333333
Child's Father,6,1,9,73.845,4.45
Helmsman,6,1,8,87.945,2.483333333
Black Bishop,6,1,6,116.145,-1.45
Abe Bunyan,6,2,7,105.09,-0.653333333
Marge's Face,6,1,7,102.045,0.516666667
Worker One,6,1,7,102.045,0.516666667
Store Announcer,6,1,10,59.745,6.416666667
Alphonse,6,2,6,119.19,-2.62
Mario,6,2,6,119.19,-2.62
Man Next To Dan,6,2,8,90.99,1.313333333
T-shirt Guy,6,1,9,73.845,4.45
Food Icons,6,2,6,119.19,-2.62
Fish,6,2,10,62.79,5.246666667
Candy Workers,6,2,9,76.89,3.28
Man In Line,6,1,6,116.145,-1.45
Mark Hoppus,6,2,6,119.19,-2.62
Daffodils Reading Group,6,1,6,116.145,-1.45
Sad Boy,6,3,8,92.005,0.923333333
Dancer Bumped Into,6,1,6,116.145,-1.45
Dancer Who Bumped,6,1,7,102.045,0.516666667
Martian,6,1,12,31.545,10.35
Señor Beaver-otti,6,2,7,105.09,-0.653333333
Homer's Stomach,6,4,7,106.6125,-1.238333333
Francine's Mom,6,2,8,90.99,1.313333333
Black Best Friend,6,1,7,102.045,0.516666667
Band Member #1,6,1,7,102.045,0.516666667
School Psychologist,6,1,7,102.045,0.516666667
Second Man,6,1,6,116.145,-1.45
High School Student,6,1,8,87.945,2.483333333
Stress Ball,6,1,7,102.045,0.516666667
Fred Thompson,6,1,6,116.145,-1.45
Hillbilly #2,6,1,8,87.945,2.483333333
Costington's Daughter,6,2,7,105.09,-0.653333333
Sen-Dog,6,2,10,62.79,5.246666667
Mapple Shoppers,6,4,7,106.6125,-1.238333333
Frat Boy #2,6,1,6,116.145,-1.45
Suburban Mother,6,2,11,48.69,7.213333333
Band Member #3,6,1,6,116.145,-1.45
Sun,6,1,10,59.745,6.416666667
Senate Leader,6,2,11,48.69,7.213333333
Band Member #2,6,1,8,87.945,2.483333333
Hip Old Man,6,1,8,87.945,2.483333333
Mystery Man,6,1,6,116.145,-1.45
Street Urchin,6,2,8,90.99,1.313333333
Bandmembers,6,3,6,120.205,-3.01
Maniacal-looking Teacher,6,1,6,116.145,-1.45
Manhole Paparazzo,6,2,7,105.09,-0.653333333
Mangy Santa,6,1,8,87.945,2.483333333
Hooker,6,1,7,102.045,0.516666667
Tahitian Juggler,6,1,6,116.145,-1.45
Israeli Bystander,6,3,9,77.905,2.89
GOLDEN ROBOT,6,1,6,116.145,-1.45
Happy Face,6,1,8,87.945,2.483333333
Female Talk Show Host,6,1,7,102.045,0.516666667
Nurselady Doris,6,1,11,45.645,8.383333333
ITALIAN FATHER,6,4,8,92.5125,0.728333333
Female Resident,6,1,8,87.945,2.483333333
Ape Heads,6,1,7,102.045,0.516666667
Female Prisoner,6,3,8,92.005,0.923333333
Wiccans,6,1,6,116.145,-1.45
Runners,6,3,6,120.205,-3.01
GITMO,6,2,6,119.19,-2.62
Female Office Worker,6,1,7,102.045,0.516666667
Mama Bear,6,1,7,102.045,0.516666667
Shill,6,1,9,73.845,4.45
Rose Quimby,6,1,8,87.945,2.483333333
Teenage Ralph,6,1,7,102.045,0.516666667
Cruiser,6,1,7,102.045,0.516666667
Odd-looking Man,6,1,8,87.945,2.483333333
Baby Bear,6,1,7,102.045,0.516666667
Mrs. Babcock,6,1,9,73.845,4.45
Bigger Kid,6,2,11,48.69,7.213333333
CREDIT CARD SWIPER,6,1,7,102.045,0.516666667
Female,6,1,11,45.645,8.383333333
Mrs. Vanderbilt,6,1,8,87.945,2.483333333
AIRMAN AT THE GATE,6,1,7,102.045,0.516666667
Sheldon Leavitt,6,2,7,105.09,-0.653333333
SCHOOLKIDS,6,5,7,106.917,-1.355333333
Head Chef,6,2,11,48.69,7.213333333
Male Tenor,6,1,8,87.945,2.483333333
Black Rook,6,1,6,116.145,-1.45
Writing Staff,6,0,8,#NAME?,inf
Bill O' Rights,6,2,6,119.19,-2.62
Male Resident,6,1,7,102.045,0.516666667
Head Animator,6,1,8,87.945,2.483333333
Male Nurse,6,2,6,119.19,-2.62
Hot Tub Salesman,6,1,6,116.145,-1.45
Fire Inspector,6,1,6,116.145,-1.45
Tammy's Husband,6,1,8,87.945,2.483333333
Dave the Lifeguard,6,1,9,73.845,4.45
GEORGE BUSH & FLANDERS,6,2,9,76.89,3.28
Country Doctor,6,2,12,34.59,9.18
Hulk,6,3,6,120.205,-3.01
Hari Krishna,6,1,9,73.845,4.45
Teacher #2,6,1,13,17.445,12.31666667
Nikki's Dad,6,1,6,116.145,-1.45
Dead Souls,6,1,6,116.145,-1.45
Norwegian Ensign,6,2,7,105.09,-0.653333333
Female Trainer,6,1,7,102.045,0.516666667
Icelandic Man,6,2,7,105.09,-0.653333333
Woman's Daughter,6,2,7,105.09,-0.653333333
Vermont Woman,6,1,6,116.145,-1.45
Cousin Merl,6,2,8,90.99,1.313333333
RAMONE #4,6,1,7,102.045,0.516666667
Grandson,6,1,7,102.045,0.516666667
Evan Marriott,6,1,8,87.945,2.483333333
Various Truckers,6,3,6,120.205,-3.01
Kitty,6,2,9,76.89,3.28
10 Years Younger Homer,6,1,7,102.045,0.516666667
Grave Digger,6,1,7,102.045,0.516666667
Pointing Robot,6,1,10,59.745,6.416666667
Triple Milhouse,6,4,6,120.7125,-3.205
Librarian #2,6,2,6,119.19,-2.62
Juvie #1,6,1,6,116.145,-1.45
Justine,6,1,7,102.045,0.516666667
Bully #2,6,1,6,116.145,-1.45
Boy In Car,6,1,8,87.945,2.483333333
PUNK TEENAGER,6,1,9,73.845,4.45
British Groundskeeper,6,2,6,119.19,-2.62
4th Ballerina,6,1,8,87.945,2.483333333
Professor Van Doren,6,1,8,87.945,2.483333333
Bruce Vilanch,6,1,7,102.045,0.516666667
Aspiring Krustys,6,4,6,120.7125,-3.205
Great Grampa Simpson,6,2,7,105.09,-0.653333333
Goon #1,6,1,7,102.045,0.516666667
English Diplomat,6,1,9,73.845,4.45
Zutroy,6,2,7,105.09,-0.653333333
Pagan Simpsons,6,2,6,119.19,-2.62
Liberace Doll,6,2,9,76.89,3.28
Parasailer #2,6,1,9,73.845,4.45
Goodman Lenny,6,1,8,87.945,2.483333333
Dragon Kearney,6,4,6,120.7125,-3.205
Citizen #2,6,1,7,102.045,0.516666667
Yuppie Leprechauns,6,1,11,45.645,8.383333333
Kool & the Gang,6,2,10,62.79,5.246666667
Gramma Bouvier,6,2,8,90.99,1.313333333
Soldier #4,6,1,7,102.045,0.516666667
Papa Bear,6,1,7,102.045,0.516666667
Burly Usher,6,1,7,102.045,0.516666667
Goodwill Driver,6,2,7,105.09,-0.653333333
3rd Twin,6,1,8,87.945,2.483333333
Sonic the Hedgehog,6,3,6,120.205,-3.01
Springfield Man,6,2,9,76.89,3.28
Environmentalist,6,1,11,45.645,8.383333333
Lenny's Wife,6,1,8,87.945,2.483333333
Vampire Puppet,6,1,12,31.545,10.35
Psycho Dad,6,2,6,119.19,-2.62
Pregnant Irish Girl,6,1,8,87.945,2.483333333
Pauly Shore,6,1,7,102.045,0.516666667
Moustached Man,6,1,7,102.045,0.516666667
Painter,6,2,6,119.19,-2.62
Dumb Employee #2,6,3,6,120.205,-3.01
Jury Member #2,6,0,10,#NAME?,inf
Auditioning Woman #2,6,1,7,102.045,0.516666667
Jury Member #1,6,0,12,#NAME?,inf
2nd Duffman,6,2,11,48.69,7.213333333
Bowler,6,1,8,87.945,2.483333333
PHONE VOICE,6,3,9,77.905,2.89
Lady 911 Operator,6,1,11,45.645,8.383333333
Sleazy Executive,6,2,8,90.99,1.313333333
Arcade Manager,6,1,7,102.045,0.516666667
2nd Film Loop,6,1,13,17.445,12.31666667
Executives,6,3,8,92.005,0.923333333
Kevin Dillon,6,3,8,92.005,0.923333333
Kid's Mother,6,1,7,102.045,0.516666667
Prof. August's Thoughts,6,2,10,62.79,5.246666667
Virus,6,2,6,119.19,-2.62
Greenpeace Hippie #2,6,1,8,87.945,2.483333333
Michiko,6,2,10,62.79,5.246666667
UNCLE NORBERT,6,1,8,87.945,2.483333333
BART-LIKE VOICE,6,1,8,87.945,2.483333333
Booming Voice,6,2,7,105.09,-0.653333333
Australian Barfly,6,1,7,102.045,0.516666667
Adult Ralph #2,6,2,8,90.99,1.313333333
Raiders Dad,6,2,10,62.79,5.246666667
Passerby #2,6,2,6,119.19,-2.62
Drug Dealer,6,1,9,73.845,4.45
Enemy Crewperson,6,1,8,87.945,2.483333333
Leather-skinned Man,6,1,6,116.145,-1.45
Lainie,6,1,6,116.145,-1.45
Autograph-signing Fighter,6,2,8,90.99,1.313333333
PRINCIPAL SKINNER CT,6,1,6,116.145,-1.45
Chum,6,1,7,102.045,0.516666667
Smug Young Man,6,2,7,105.09,-0.653333333
Kevin Costner Voice,6,2,11,48.69,7.213333333
Egg Bearer,6,2,6,119.19,-2.62
Cellmate #1,6,2,6,119.19,-2.62
Prince William,6,3,8,92.005,0.923333333
Afghani Man,5,1,7,83.32,2.88
Honesty,5,1,7,83.32,2.88
STARGATE CONVENTIONEERS,5,7,6,104.59,-1.151428571
SECRET SERVICEMAN,5,1,6,100.24,0.52
Wrangler #1,5,1,5,117.16,-1.84
Male Fan #2,5,1,5,117.16,-1.84
Brad Whitford,5,1,5,117.16,-1.84
Wrecking Ball Operator,5,2,10,35.0975,8.985
Black Man,5,2,8,68.9375,4.265
Monster,5,2,7,85.8575,1.905
Husband #3,5,1,6,100.24,0.52
Paul,5,1,5,117.16,-1.84
Boy Student,5,2,8,68.9375,4.265
Bare-chested Man,5,3,5,120.5433333,-3.14
Prisoner Lisa,5,1,7,83.32,2.88
Vendor #2,5,1,6,100.24,0.52
Nicole Kidman,5,1,7,83.32,2.88
Elevator Voice,5,1,7,83.32,2.88
Turban Kid,5,1,6,100.24,0.52
Shelbyvillers,5,4,7,87.12625,1.4175
3RD VOICE,5,1,7,83.32,2.88
Barge Captain,5,1,9,49.48,7.6
Fit Man,5,1,6,100.24,0.52
Pax Announcer,5,1,6,100.24,0.52
Hopi Singers,5,2,5,119.6975,-2.815
Al Gore Doll,5,1,6,100.24,0.52
Presidents' Heads,5,1,6,100.24,0.52
Haverbrook Man,5,2,5,119.6975,-2.815
Wimpy-looking Boy,5,2,6,102.7775,-0.455
Huck,5,2,8,68.9375,4.265
SETH ROGEN,5,1,5,117.16,-1.84
Nice Boy,5,2,6,102.7775,-0.455
Male Producer,5,1,10,32.56,9.96
BART GOBLINS,5,2,5,119.6975,-2.815
Harrison,5,1,6,100.24,0.52
Prison Bus Driver,5,1,5,117.16,-1.84
Mother In Audience,5,1,6,100.24,0.52
SPIRIT,5,1,8,66.4,5.24
German Woman,5,1,6,100.24,0.52
Shelbyvillians,5,1,5,117.16,-1.84
Fireman #3,5,1,5,117.16,-1.84
Ellmeaux,5,1,5,117.16,-1.84
Muffled Voice,5,2,5,119.6975,-2.815
DANEILSON,5,2,9,52.0175,6.625
Blackula,5,1,6,100.24,0.52
Male Grape Stomper,5,1,7,83.32,2.88
Darth,5,1,6,100.24,0.52
Cadet Franklin,5,1,6,100.24,0.52
Ape Nurse,5,3,5,120.5433333,-3.14
Sal Bando,5,1,7,83.32,2.88
Man At Festival,5,1,7,83.32,2.88
Francine's Dad,5,1,7,83.32,2.88
Councilman #2,5,1,6,100.24,0.52
All Partygoers,5,3,8,69.78333333,3.94
LISA'S LAWYER,5,2,7,85.8575,1.905
Pharmacist,5,1,11,15.64,12.32
Hippo #1,5,1,6,100.24,0.52
Godfather,5,1,7,83.32,2.88
Hippo #3,5,1,6,100.24,0.52
Man With Tree Hat,5,1,5,117.16,-1.84
British Delegate,5,2,5,119.6975,-2.815
Eight Of Clubs,5,2,6,102.7775,-0.455
Helen Thomas,5,1,6,100.24,0.52
Scared Billionaire,5,1,5,117.16,-1.84
Band Leader,5,1,5,117.16,-1.84
Man With Sack,5,1,6,100.24,0.52
Satyr Largo,5,1,5,117.16,-1.84
Hispanic Guy In Truck,5,1,5,117.16,-1.84
Man With Mustache,5,1,5,117.16,-1.84
Hispanic Man,5,1,5,117.16,-1.84
Phillip,5,2,7,85.8575,1.905
Super-hairy Wonder Woman,5,1,5,117.16,-1.84
Caveman,5,5,5,121.22,-3.4
Climber #1,5,1,5,117.16,-1.84
Woodpecker,5,1,5,117.16,-1.84
NEW NEIGHBOR,5,3,7,86.70333333,1.58
Second Nurse,5,1,7,83.32,2.88
Pieces Of Homer,5,5,5,121.22,-3.4
2nd Radio Preacher,5,1,7,83.32,2.88
Umpa-lumpas,5,1,5,117.16,-1.84
Second Gen-x Kid,5,1,8,66.4,5.24
Woman On Tv #1,5,1,7,83.32,2.88
Undershirt Guy,5,1,5,117.16,-1.84
Hippie #2,5,1,6,100.24,0.52
Lang-Soo,5,1,8,66.4,5.24
Cloaked Member,5,1,5,117.16,-1.84
Canadians,5,1,6,100.24,0.52
ELON,5,2,5,119.6975,-2.815
Scruffy Blogger,5,1,8,66.4,5.24
Lawyers,5,2,5,119.6975,-2.815
All Kids,5,2,9,52.0175,6.625
NUN #2,5,1,7,83.32,2.88
Petroleus Rex,5,1,6,100.24,0.52
Ballerina,5,2,5,119.6975,-2.815
Ball,5,1,8,66.4,5.24
DUFFMEN,5,5,5,121.22,-3.4
Person,5,1,7,83.32,2.88
Child's Mother,5,1,6,100.24,0.52
Brooklyn Private,5,2,5,119.6975,-2.815
Delivery Nurse,5,1,8,66.4,5.24
1st Panicked Employee,5,1,5,117.16,-1.84
ANNOUNCER #,5,1,5,117.16,-1.84
Cameraman #2,5,1,6,100.24,0.52
Homer's Bloody Skull,5,1,6,100.24,0.52
Black King,5,2,6,102.7775,-0.455
Man On Street,5,1,7,83.32,2.88
Sad Voice,5,1,6,100.24,0.52
Sad Robot,5,2,7,85.8575,1.905
Sexy Girl,5,2,7,85.8575,1.905
Homer's Image,5,1,10,32.56,9.96
Sexy Saleswoman,5,1,5,117.16,-1.84
Kristen Davis,5,2,8,68.9375,4.265
Councilmen,5,1,6,100.24,0.52
2nd U.S. Border Guard,5,1,6,100.24,0.52
DR. JOYCE,5,1,5,117.16,-1.84
Zombie Kid,5,2,6,102.7775,-0.455
VAN KRUUSTEN,5,1,5,117.16,-1.84
Salesman #1,5,1,9,49.48,7.6
Heckler #2,5,1,6,100.24,0.52
iPod,5,2,7,85.8575,1.905
National Guardsman #3,5,1,13,-18.2,17.04
Homeless Lady,5,1,6,100.24,0.52
Samuel Chase,5,1,7,83.32,2.88
Funeral Director,5,2,7,85.8575,1.905
Marine,5,1,5,117.16,-1.84
ASTROLABE,5,1,7,83.32,2.88
Peter Pan,5,1,6,100.24,0.52
Mutant Sideshow Mel,5,2,7,85.8575,1.905
Miss Wyoming,5,2,5,119.6975,-2.815
Man In Van,5,1,7,83.32,2.88
Mutant Burns,5,1,5,117.16,-1.84
Furious Dad,5,1,5,117.16,-1.84
DR. DEMEMTO,5,1,6,100.24,0.52
Someone,5,2,7,85.8575,1.905
Mario Batali,5,1,8,66.4,5.24
Nutty Comedian,5,3,7,86.70333333,1.58
OLD BEARDED GUY,5,1,5,117.16,-1.84
Ruthie,5,2,6,102.7775,-0.455
COMMISSIONER POMPIDOU,5,2,6,102.7775,-0.455
Air Force General,5,1,6,100.24,0.52
Old-timey Hipster,5,1,5,117.16,-1.84
Ethnic Man,5,1,7,83.32,2.88
Richard Dawkins Demon,5,1,7,83.32,2.88
Jailbird's Son,5,1,8,66.4,5.24
GRUFF JAPANESE SAILOR,5,1,7,83.32,2.88
Fat Cop,5,1,5,117.16,-1.84
Fat Cheeked Housekeeper,5,0,6,#NAME?,inf
Fat Man,5,1,5,117.16,-1.84
Older German Man,5,1,5,117.16,-1.84
KARL MALDEN,5,2,8,68.9375,4.265
Eustace Tilley,5,1,11,15.64,12.32
Oldsters,5,5,5,121.22,-3.4
RASPY VOICE,5,1,7,83.32,2.88
Everybody,5,7,11,19.99,10.64857143
Churchgoing Woman,5,1,7,83.32,2.88
Richie Rich,5,1,6,100.24,0.52
BURNING BUSH,5,1,5,117.16,-1.84
Young Legs,5,1,6,100.24,0.52
Fathers,5,2,8,68.9375,4.265
MS. HOOVER,5,2,5,119.6975,-2.815
Fbi #2,5,1,6,100.24,0.52
MRS. KNICKERTWIST,5,1,7,83.32,2.88
"HOMER, MARGE AND BART",5,1,6,100.24,0.52
Court Herald,5,1,11,15.64,12.32
Gays,5,3,5,120.5433333,-3.14
Quartet,5,1,8,66.4,5.24
JODY PRICE,5,1,5,117.16,-1.84
Jack Of Diamonds,5,1,6,100.24,0.52
Fatherly Pioneer,5,1,10,32.56,9.96
Mike Gordon,5,2,8,68.9375,4.265
Panicked Man,5,3,6,103.6233333,-0.78
Father In Burlap Sack,5,1,7,83.32,2.88
Test Blast Announcer,5,3,5,120.5433333,-3.14
Panhandler,5,1,6,100.24,0.52
Chinese-american Worker,5,2,8,68.9375,4.265
Mr. Becker,5,3,5,120.5433333,-3.14
Slot Player #2,5,1,6,100.24,0.52
HOTDOG VENDOR,5,2,5,119.6975,-2.815
Voice In Crowd,5,1,7,83.32,2.88
Other Dad,5,2,7,85.8575,1.905
Jim-jam Bonks,5,1,6,100.24,0.52
Judge #3,5,1,5,117.16,-1.84
Exhaust Pipe Lid,5,2,5,119.6975,-2.815
WAITRESS #1,5,1,10,32.56,9.96
Toad,5,1,11,15.64,12.32
Buxom Coed,5,1,5,117.16,-1.84
Voice #1,5,1,6,100.24,0.52
FROG PRINCE,5,1,5,117.16,-1.84
Rasta #2,5,1,8,66.4,5.24
Bart Spider,5,2,6,102.7775,-0.455
Commander,5,1,8,66.4,5.24
Tiny Student,5,1,5,117.16,-1.84
FLAMINGO,5,5,5,121.22,-3.4
Gruff Sergeant,5,2,7,85.8575,1.905
Grim Farmer,5,1,6,100.24,0.52
Bowling Teammates,5,2,6,102.7775,-0.455
Thought Bubble Grampa,5,1,5,117.16,-1.84
Japanese Tourist,5,3,5,120.5433333,-3.14
Third-grade Class,5,2,6,102.7775,-0.455
Stabbed-in-jail,5,1,5,117.16,-1.84
Disco Shrew,5,1,6,100.24,0.52
2nd Ballerina,5,1,6,100.24,0.52
Theatre-goer #3,5,2,5,119.6975,-2.815
PUPPETEER,5,2,6,102.7775,-0.455
BRITISH VOICE,5,1,6,100.24,0.52
Slot Player #1,5,1,7,83.32,2.88
PUAL BUNYAN,5,1,7,83.32,2.88
Guy In Crowd,5,1,5,117.16,-1.84
8-Year-Old Barney,5,1,5,117.16,-1.84
RERPORTER #4,5,1,9,49.48,7.6
Relative #2,5,1,9,49.48,7.6
100 Flanderses,5,2,5,119.6975,-2.815
Jury Chorus,5,0,11,#NAME?,inf
Tom DeLonge,5,1,5,117.16,-1.84
Lodge Employee #1,5,1,9,49.48,7.6
Parasailer #1,5,1,6,100.24,0.52
Videographer,5,1,8,66.4,5.24
Yodelin' Zeke,5,3,5,120.5433333,-3.14
Out-of-towners,5,1,8,66.4,5.24
3rd Ballerina,5,1,5,117.16,-1.84
Female Factory Worker,5,1,6,100.24,0.52
Smug Liberal Man,5,1,6,100.24,0.52
Train Engineer,5,1,9,49.48,7.6
CRYSTAL METH,5,0,5,#NAME?,inf
Imaginary Burns #1,5,1,9,49.48,7.6
ACTIVIST,5,1,5,117.16,-1.84
Baby,5,2,5,119.6975,-2.815
Imaginary Burns #2,5,1,6,100.24,0.52
Oboist,5,1,6,100.24,0.52
German Baron,5,1,6,100.24,0.52
Baby Bart,5,1,6,100.24,0.52
Parrot,5,1,5,117.16,-1.84
Parrots,5,5,7,87.38,1.32
GIRL#2,5,2,7,85.8575,1.905
Crows,5,5,5,121.22,-3.4
Female Computer,5,1,5,117.16,-1.84
Investigator #2,5,1,5,117.16,-1.84
Make-up Man,5,1,5,117.16,-1.84
Maintenance Man,5,2,6,102.7775,-0.455
Teenage Kid,5,1,5,117.16,-1.84
Shopper,5,2,5,119.6975,-2.815
Shoe Buyer #1,5,1,5,117.16,-1.84
Mouse Paramedic,5,1,6,100.24,0.52
"Kearney, Jr.",5,1,5,117.16,-1.84
Tow Driver Prisoners,5,2,6,102.7775,-0.455
Robot Worker #1,5,1,5,117.16,-1.84
Welcome Mat,5,1,8,66.4,5.24
Robot Cowboy #2,5,1,5,117.16,-1.84
Female Neighbor,5,1,8,66.4,5.24
Female Left-fielder,5,1,6,100.24,0.52
Old Curly,5,2,5,119.6975,-2.815
Italian Lady,5,1,8,66.4,5.24
Pudding Representative,5,1,6,100.24,0.52
Fbi Trooper #3,5,1,7,83.32,2.88
Girls' Chorus,5,1,8,66.4,5.24
Burly Biker,5,1,6,100.24,0.52
Enemy Soldier #1,5,1,13,-18.2,17.04
Burly,5,2,11,18.1775,11.345
Madonna,5,1,7,83.32,2.88
Large Gay Man,5,1,6,100.24,0.52
Airman At Gate,5,1,5,117.16,-1.84
Whiny Agent,5,1,6,100.24,0.52
Female Orderly,5,3,7,86.70333333,1.58
Female Grape Stomper,5,2,5,119.6975,-2.815
BEAUTIFUL BOY,5,1,7,83.32,2.88
Boy Resembling Ralph,5,3,6,103.6233333,-0.78
Shrill Voice,5,1,5,117.16,-1.84
Admiral #4,4,1,9,12.425,12.52
Courier,4,1,4,118.175,-2.23
Snobby Theatergoers,4,4,4,121.22,-3.4
Sleazy-looking Woman,4,1,5,97.025,0.72
Courtroom Spectators,4,2,4,120.205,-3.01
Southern State Trooper,4,1,8,33.575,9.57
Goblin Jimbo,4,1,4,118.175,-2.23
Sidekick #2,4,1,4,118.175,-2.23
Men's Singing Group,4,1,4,118.175,-2.23
Go-cart Worker,4,1,5,97.025,0.72
Alien Crier,4,1,6,75.875,3.67
Mexican Krusty,4,1,4,118.175,-2.23
Mexican Man,4,4,7,57.77,5.45
1st First Grader,4,1,4,118.175,-2.23
Mr. Burns Logo,4,1,5,97.025,0.72
Yiddle,4,1,4,118.175,-2.23
Model,4,2,4,120.205,-3.01
Bart on Tape,4,1,4,118.175,-2.23
Grieving Widow,4,1,4,118.175,-2.23
Spider Bart,4,2,6,77.905,2.89
Street Vendor,4,1,5,97.025,0.72
Cubist Musician,4,1,7,54.725,6.62
Cereal Captain,4,1,5,97.025,0.72
Mexican Mouse,4,1,6,75.875,3.67
Slavic Man,4,1,6,75.875,3.67
Sour Kid,4,1,4,118.175,-2.23
Gopher,4,1,7,54.725,6.62
Mountain Goat,4,4,4,121.22,-3.4
Cheekbones Chinese Spy,4,2,12,-48.995,20.59
Merchandiser #3,4,0,4,#NAME?,inf
Mount Holyoke,4,1,5,97.025,0.72
Sherpa #2,4,1,5,97.025,0.72
Harry Potter,4,2,5,99.055,-0.06
Sprüngfeld,4,1,6,75.875,3.67
Gay Man,4,2,5,99.055,-0.06
Bingo Caller,4,4,5,100.07,-0.45
HOMER DOUBLES,4,3,5,99.73166667,-0.32
Giggly The Elf,4,2,4,120.205,-3.01
Cathy,4,1,4,118.175,-2.23
Stagehand #1,4,1,7,54.725,6.62
Soccer Hooligan,4,1,5,97.025,0.72
Soccer Hooligans,4,4,4,121.22,-3.4
Futuristic Computer,4,1,6,75.875,3.67
Hank Jockey,4,1,4,118.175,-2.23
Car Wash Employee,4,1,6,75.875,3.67
Mel Gibson,4,1,4,118.175,-2.23
Sparkle,4,1,5,97.025,0.72
Soldier Puppets,4,1,5,97.025,0.72
Muncher,4,1,5,97.025,0.72
Active Woman,4,2,10,-6.695,14.69
Smith,4,1,5,97.025,0.72
Young Girl In Crowd,4,1,5,97.025,0.72
Croquet Player #1,4,2,4,120.205,-3.01
Moon Cletus,4,1,4,118.175,-2.23
Cowboy #1,4,1,4,118.175,-2.23
Young Barfly,4,1,5,97.025,0.72
Smokers,4,1,5,97.025,0.72
Curly,4,1,5,97.025,0.72
Simpson Woman #2,4,1,9,12.425,12.52
Adult Ralph #3,4,1,5,97.025,0.72
Barney's Boss,4,1,5,97.025,0.72
St. Sebastian,4,1,5,97.025,0.72
MyPhone,4,1,4,118.175,-2.23
Cap City Boys,4,1,8,33.575,9.57
Big Moose,4,1,6,75.875,3.67
Hasidic Man,4,1,6,75.875,3.67
Hibbert Boy,4,1,7,54.725,6.62
Sheep #2,4,1,4,118.175,-2.23
Staffer,4,1,5,97.025,0.72
Meg White,4,1,4,118.175,-2.23
Hamlet,4,1,4,118.175,-2.23
12-Year-Old Homer,4,2,6,77.905,2.89
Stereo Voice,4,2,7,56.755,5.84
Adult Dolph,4,1,5,97.025,0.72
Bart-Jack,4,1,4,118.175,-2.23
Gas Station Boy,4,1,4,118.175,-2.23
Zombies,4,4,4,121.22,-3.4
Goliath,4,1,5,97.025,0.72
Ice Cream Truck Supervisor,4,1,6,75.875,3.67
3rd Producer,4,2,5,99.055,-0.06
French Teacher,4,1,5,97.025,0.72
Bob Cratchett,4,1,5,97.025,0.72
CEO,4,1,4,118.175,-2.23
Raven,4,4,10,-5.68,14.3
Rappin' Ronnie,4,2,4,120.205,-3.01
FLANDERS' MOUTH AND MOUSTACHE,4,1,4,118.175,-2.23
Joe Perry,4,1,6,75.875,3.67
MAN IN CENTER OF PRISON,4,1,5,97.025,0.72
Randy,4,1,6,75.875,3.67
Ralph Nader,4,4,4,121.22,-3.4
MALE COMPUTER VOICE,4,2,8,35.605,8.79
Border Agent,4,2,8,35.605,8.79
Virtual Doctor,4,2,7,56.755,5.84
PLAIN JANE,4,2,4,120.205,-3.01
Jumpsuited Guy,4,1,5,97.025,0.72
Tom Cruise,4,1,4,118.175,-2.23
RIDER,4,1,6,75.875,3.67
Cold Sore,4,2,4,120.205,-3.01
REGULAR GHOST MARGE/ ORIGINAL GHOST MARGE,4,2,4,120.205,-3.01
Juvie #2,4,1,7,54.725,6.62
RECORDED SIDESHOW MEL VOICE,4,2,4,120.205,-3.01
Juvies,4,2,6,77.905,2.89
Burns' Mother,4,2,6,77.905,2.89
RAMONE #2,4,1,5,97.025,0.72
Eugene Fisk,4,1,4,118.175,-2.23
Ethereal Beings,4,4,4,121.22,-3.4
Tourist #1,4,2,5,99.055,-0.06
Receiver,4,2,4,120.205,-3.01
WILLIAM POWEL LOOKALIKE,4,1,6,75.875,3.67
Dog's Owner,4,1,4,118.175,-2.23
Fashionable Lady,4,2,5,99.055,-0.06
Fbi Trooper #2,4,1,4,118.175,-2.23
Robobaby,4,1,5,97.025,0.72
MR. BURNS BRAIN,4,2,5,99.055,-0.06
Old Man #1,4,2,5,99.055,-0.06
8-Year-Old Marge,4,1,6,75.875,3.67
2ND REVELER,4,1,4,118.175,-2.23
Old Player,4,1,4,118.175,-2.23
Old Woman In Line,4,1,4,118.175,-2.23
Animal Character,4,1,7,54.725,6.62
COOL KID VOICE,4,1,4,118.175,-2.23
Fat Foreman,4,1,4,118.175,-2.23
Cholera Woman,4,1,8,33.575,9.57
Jim Belushi,4,3,5,99.73166667,-0.32
MEDIUM-SIZED KID,4,1,5,97.025,0.72
Boisterous Student,4,1,4,118.175,-2.23
Chris Christie,4,1,6,75.875,3.67
Japanese Worker #1,4,2,4,120.205,-3.01
MARVIN GAYE,4,1,4,118.175,-2.23
MARTIN'S SOUL,4,1,5,97.025,0.72
Disgruntled Audience Member,4,1,8,33.575,9.57
MARGE & BART,4,1,4,118.175,-2.23
CHIF WIGGUM,4,1,5,97.025,0.72
Waiter #1,4,1,6,75.875,3.67
Another Prisoner,4,1,4,118.175,-2.23
Tourist Dad,4,1,8,33.575,9.57
Paparazzi,4,3,5,99.73166667,-0.32
Tourist Kid,4,1,6,75.875,3.67
Elderly Lady,4,1,5,97.025,0.72
VOICE OVER MEGAPHONE,4,1,5,97.025,0.72
